T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     110.635                 0.                    
200     87.892                  0.                    
250     85.656                  0.                    
298.15  85.147                  0.                    
300     85.148                  0.                    
350     86.498                  0.                    
400     88.110                  0.                    
450     89.803                  0.                    
500     91.506                  0.                    
600     94.817                  0.                    
700     97.923                  0.                    
800     100.808                 0.                    
900     103.482                 0.                    
1000    105.966                 67.129                
1100    108.280                 -66.105               
1200    110.445                 -65.075               
1300    112.476                 -64.040               
1400    114.389                 -62.998               
1500    116.195                 -61.950               
