T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     277.387                 -1433.305             
200     186.920                 -1436.295             
298.15  175.544                 -1437.706             
300     175.546                 -1437.723             
400     180.911                 -1445.229             
500     191.544                 -1446.060             
600     204.005                 -1445.397             
700     217.031                 -1443.295             
800     230.132                 -1439.835             
900     243.098                 1488.244              
1000    255.838                 -1481.100             
1100    268.319                 -1630.753             
1200    280.534                 -1619.296             
