T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     288.398                 19.441                
200     249.016                 20.043                
250     244.977                 20.492                
298.15  244.060                 20.920                
300     244.061                 20.936                
350     244.768                 21.344                
400     246.379                 21.702                
450     248.511                 22.005                
500     250.948                 22.253                
600     256.267                 22.609                
700     261.775                 22.818                
800     267.237                 22.922                
900     272.552                 22.949                
1000    277.674                 22.917                
1100    282.591                 22.837                
1200    287.302                 22.714                
1300    291.811                 22.553                
1400    296.130                 22.355                
1500    300.268                 22.122                
1600    304.237                 21.855                
1700    308.048                 21.556                
1800    311.711                 21.227                
1900    315.236                 20.868                
2000    318.631                 20.484                
2100    321.906                 20.077                
2200    325.068                 19.649                
2300    328.124                 19.205                
2400    331.080                 18.748                
2500    333.943                 18.282                
2600    336.717                 17.809                
2700    339.409                 17.334                
2800    342.022                 16.859                
2900    344.561                 16.387                
3000    347.030                 15.920                
3100    349.432                 15.462                
3200    351.771                 15.012                
3300    354.050                 14.574                
3400    356.273                 14.148                
3500    358.440                 13.735                
3600    360.557                 13.336                
3700    362.624                 12.951                
3800    364.643                 12.581                
3900    366.618                 12.226                
4000    368.549                 11.885                
4100    370.439                 11.558                
4200    372.290                 11.246                
4300    374.102                 10.947                
4400    375.878                 10.661                
4500    377.619                 10.387                
4600    379.326                 10.125                
4700    381.001                 9.875                 
4800    382.644                 9.634                 
4900    384.257                 9.403                 
5000    385.842                 9.181                 
5100    387.398                 8.967                 
5200    388.927                 8.760                 
5300    390.430                 8.559                 
5400    391.907                 8.364                 
5500    393.361                 8.174                 
5600    394.790                 7.989                 
5700    396.197                 7.806                 
5800    397.581                 7.626                 
5900    398.944                 7.448                 
6000    400.287                 7.271                 
