T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     345.491                 -984.995              
200     300.833                 -988.799              
250     296.280                 -990.617              
298.15  295.237                 -992.277              
300     295.238                 -992.339              
350     296.058                 -993.930              
400     297.949                 -995.384              
450     300.488                 -996.708              
500     303.429                 -997.910              
600     309.966                 -999.992              
700     316.876                 -1001.711             
800     323.852                 -1003.133             
900     330.744                 -1004.306             
1000    337.481                 -1005.275             
1100    344.028                 -1006.076             
1200    350.372                 -1006.743             
1300    356.510                 -1007.306             
1400    362.445                 -1007.789             
1500    368.183                 -1008.217             
1600    373.733                 -1008.607             
1700    379.102                 -1008.976             
1800    384.299                 -1009.338             
1900    389.334                 -1009.706             
2000    394.214                 -1010.089             
2100    398.947                 -1010.495             
2200    403.541                 -1010.932             
2300    408.003                 -1011.405             
2400    412.340                 -1062.178             
2500    416.557                 -1062.816             
2600    420.662                 -1063.470             
2700    424.659                 -1064.142             
2800    428.554                 -1064.836             
2900    432.351                 -1065.553             
3000    436.055                 -1066.296             
3100    439.670                 -1067.064             
3200    443.200                 -1067.860             
3300    446.650                 -1068.683             
3400    450.021                 -1069.535             
3500    453.319                 -1070.417             
3600    456.545                 -1071.328             
3700    459.703                 -1072.269             
3800    462.795                 -1073.241             
3900    465.825                 -1074.243             
4000    468.794                 -1075.276             
4100    471.704                 -1076.340             
4200    474.559                 -1557.285             
4300    477.360                 -1557.325             
4400    480.109                 -1557.399             
4500    482.807                 -1557.507             
4600    485.458                 -1557.650             
4700    488.061                 -1557.828             
4800    490.620                 -1558.042             
4900    493.135                 -1558.293             
5000    495.608                 -1558.581             
5100    498.040                 -1558.907             
5200    500.432                 -1559.272             
5300    502.786                 -1559.675             
5400    505.104                 -1560.119             
5500    507.385                 -1560.604             
5600    509.631                 -1561.130             
5700    511.844                 -1561.698             
5800    514.024                 -1562.309             
5900    516.172                 -1562.964             
6000    518.289                 -1563.664             
