T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     210.957                 -536.213              
200     152.260                 -536.530              
298.15  145.287                 -536.807              
300     145.288                 -536.813              
400     148.340                 -553.267              
500     154.168                 -596.213              
600     160.775                 -594.694              
700     167.481                 -593.188              
800     174.035                 -592.553              
900     180.344                 -591.064              
1000    186.383                 -589.684              
1100    193.898                 -546.063              
1200    202.655                 -551.721              
1300    210.729                 -548.742              
1400    218.217                 -545.795              
1500    225.200                 -542.888              
1600    231.740                 -540.030              
1700    237.892                 -537.232              
1800    243.697                 -683.172              
1900    249.194                 -679.094              
2000    254.414                 -675.092              
2100    259.382                 -671.165              
2200    264.123                 -667.312              
2300    268.655                 -663.528              
2400    272.997                 -659.808              
2500    277.164                 -656.147              
