T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     286.969                 -457.265              
200     247.582                 -456.694              
250     243.520                 -456.345              
298.15  242.597                 -456.056              
300     242.598                 -456.046              
350     243.309                 -455.827              
400     244.923                 -455.708              
450     247.053                 -455.684              
500     249.479                 -455.741              
600     254.750                 -456.031              
700     260.182                 -456.480              
800     265.551                 -457.030              
900     270.765                 -457.649              
1000    275.786                 -458.320              
1100    280.603                 -459.038              
1200    285.217                 -459.800              
1300    289.635                 -460.607              
1400    293.868                 -461.461              
1500    297.925                 -462.365              
1600    301.819                 -463.323              
1700    305.560                 -464.337              
1800    309.157                 -465.410              
1900    312.621                 -466.544              
2000    315.959                 -467.743              
2100    319.180                 -469.007              
2200    322.292                 -470.339              
2300    325.301                 -471.740              
2400    328.213                 -573.730              
2500    331.034                 -575.428              
2600    333.770                 -577.133              
2700    336.424                 -578.846              
2800    339.002                 -580.567              
2900    341.508                 -582.297              
3000    343.946                 -584.037              
3100    346.319                 -585.787              
3200    348.630                 -587.546              
3300    350.883                 -589.316              
3400    353.079                 -591.095              
3500    355.223                 -592.885              
3600    357.317                 -594.684              
3700    359.361                 -596.492              
3800    361.360                 -598.311              
3900    363.315                 -600.138              
4000    365.227                 -601.975              
4100    367.099                 -603.820              
4200    368.931                 -1565.374             
4300    370.727                 -1565.063             
4400    372.487                 -1564.766             
4500    374.212                 -1564.481             
4600    375.904                 -1564.211             
4700    377.564                 -1563.955             
4800    379.194                 -1563.715             
4900    380.794                 -1563.492             
5000    382.365                 -1563.287             
5100    383.909                 -1563.101             
5200    385.426                 -1562.935             
5300    386.917                 -1562.791             
5400    388.384                 -1562.670             
5500    389.826                 -1562.573             
5600    391.245                 -1562.503             
5700    392.641                 -1562.461             
5800    394.016                 -1562.449             
5900    395.370                 -1562.468             
6000    396.702                 -1562.521             
