T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     169.105                 -1664.977             
200     101.316                 -1669.132             
298.15  91.755                  -1670.671             
300     91.757                  -1670.687             
400     96.309                  -1671.038             
500     105.388                 -1677.049             
600     115.979                 -1676.706             
700     126.924                 -1675.949             
800     137.741                 -1674.920             
900     148.229                 -1673.763             
1000    158.307                 -1672.570             
1100    167.954                 -1671.422             
1200    177.174                 -1674.331             
1300    185.985                 -1672.635             
1400    194.410                 -1670.942             
1500    202.549                 -1657.529             
1600    210.795                 -1654.160             
1700    218.733                 -1941.066             
1800    226.388                 -1935.811             
1900    236.343                 -1819.262             
2000    246.436                 -1827.482             
2100    256.046                 -1821.974             
2200    265.218                 -1816.507             
2300    273.989                 -1811.084             
2400    282.392                 -1805.706             
2500    290.459                 -1800.377             
2600    298.214                 -1795.098             
2700    305.681                 -1789.872             
2800    312.880                 -1784.701             
2900    319.830                 -1779.588             
3000    326.547                 -1774.536             
3100    333.047                 -1769.547             
3200    339.344                 -1764.623             
3300    345.449                 -1759.766             
3400    351.373                 -1754.979             
3500    357.128                 -1750.265             
3600    362.723                 -1745.624             
3700    368.166                 -2150.157             
3800    373.466                 -2144.436             
3900    378.629                 -2138.850             
4000    383.663                 -2133.402             
