T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     504.581                 -135.834              
200     409.925                 -135.796              
298.15  397.880                 -134.223              
300     397.883                 -134.186              
400     403.536                 -131.948              
500     414.636                 -129.496              
600     427.464                 -127.020              
700     440.638                 -124.584              
800     453.593                 -122.203              
900     466.098                 -119.875              
1000    478.066                 -117.600              
1100    489.479                 -115.378              
1200    500.349                 -113.208              
1300    510.701                 -111.088              
1400    520.568                 -109.022              
1500    529.983                 -107.011              
1600    538.977                 -105.059              
1700    547.582                 -103.171              
1800    555.825                 -101.350              
1900    563.733                 -99.596               
2000    571.329                 -97.908               
2100    578.635                 -96.295               
2200    585.671                 -94.762               
2300    592.454                 -93.311               
2400    599.002                 -91.945               
2500    605.328                 -90.666               
2600    611.448                 -89.475               
2700    617.372                 -88.375               
2800    623.114                 -87.367               
2900    628.683                 -86.452               
3000    634.089                 -85.630               
3100    639.342                 -84.899               
3200    644.448                 -84.258               
3300    649.417                 -83.704               
3400    654.255                 -83.232               
3500    658.968                 -82.837               
3600    663.563                 -82.513               
3700    668.045                 -82.253               
3800    672.420                 -82.049               
3900    676.693                 -81.894               
4000    680.867                 -81.781               
4100    684.948                 -81.699               
4200    688.940                 -81.642               
4300    692.845                 -81.600               
4400    696.669                 -81.566               
4500    700.413                 -81.533               
4600    704.082                 -81.492               
4700    707.678                 -81.437               
4800    711.204                 -81.362               
4900    714.663                 -81.259               
5000    718.057                 -81.123               
5100    721.388                 -80.950               
5200    724.659                 -80.734               
5300    727.872                 -80.471               
5400    731.029                 -80.157               
5500    734.131                 -79.789               
5600    737.182                 -79.365               
5700    740.181                 -78.881               
5800    743.131                 -78.335               
5900    746.034                 -77.726               
6000    748.891                 -77.053               
