T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  347.272                 -1979.032             
300     347.277                 -1978.970             
400     356.986                 -1983.806             
500     375.646                 -1980.531             
600     396.933                 -1976.354             
700     418.662                 -1971.360             
800     439.992                 -1965.663             
900     460.599                 -1959.438             
1000    480.367                 -1963.442             
1100    499.277                 -1956.272             
1200    517.353                 -2239.053             
1300    534.640                 -2228.519             
1400    551.189                 -2217.595             
1500    567.050                 -2206.295             
1600    582.274                 -2194.644             
1700    596.907                 -2182.693             
1800    610.992                 -2170.477             
1900    624.565                 -2158.018             
2000    637.663                 -2145.341             
