T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  95.055                  -385.923              
300     95.055                  -385.913              
400     97.061                  -388.121              
500     100.905                 -387.693              
600     105.276                 -387.055              
700     109.725                 -386.212              
800     114.086                 -385.149              
900     118.410                 -382.327              
1000    122.702                 -379.707              
1100    126.874                 377.364               
1200    130.883                 -472.043              
1300    134.715                 -469.224              
1400    138.371                 -466.469              
1500    141.858                 -463.744              
1600    145.190                 -461.028              
1700    148.375                 -458.317              
1800    151.426                 -455.610              
1900    154.351                 -452.909              
2000    157.160                 -450.213              
2100    159.861                 -447.524              
2200    162.461                 -444.842              
2300    164.967                 -442.169              
2400    167.386                 -439.506              
2500    169.723                 -436.855              
