T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     811.941                 -2029.325             
200     473.245                 -2042.879             
298.15  414.529                 -2011.199             
300     414.536                 -2011.010             
400     429.977                 -2002.190             
500     459.927                 -1990.724             
600     494.448                 -1976.931             
700     530.063                 -1960.905             
800     565.416                 -1942.729             
900     599.967                 -1975.563             
1000    633.518                 -1951.951             
