T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     120.037                 -463.661              
200     82.843                  -463.571              
298.15  78.395                  -463.587              
300     78.396                  -463.590              
400     80.355                  -466.176              
500     84.110                  -468.728              
600     88.380                  -471.593              
700     92.722                  -473.298              
800     96.965                  -475.283              
900     101.043                 -529.809              
1000    104.938                 -529.849              
1100    108.650                 -538.193              
1200    112.186                 -538.341              
1300    115.558                 -538.326              
1400    118.778                 -538.172              
1500    121.859                 -537.901              
1600    124.810                 -537.534              
1700    127.644                 -537.090              
1800    130.369                 -536.588              
1900    132.993                 -536.051              
2000    135.525                 -535.498              
2100    137.971                 -534.950              
2200    140.339                 -673.947              
2300    142.632                 -672.630              
2400    144.857                 -671.468              
2500    147.018                 -670.463              
2600    149.119                 -669.609              
2700    151.164                 -668.895              
2800    153.157                 -668.304              
2900    155.100                 -667.818              
3000    156.996                 -667.418              
