T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     245.898                 243.038               
200     222.422                 242.023               
250     220.197                 239.098               
298.15  219.705                 238.488               
300     219.706                 238.465               
350     220.074                 237.870               
400     220.900                 237.318               
450     221.980                 236.810               
500     223.202                 236.342               
600     225.835                 235.510               
700     228.530                 176.026               
800     231.179                 176.023               
900     233.739                 176.086               
1000    236.195                 176.200               
1100    238.544                 176.352               
1200    240.787                 176.531               
1300    242.930                 176.733               
1400    244.979                 176.951               
1500    246.941                 177.183               
1600    248.822                 177.425               
1700    250.626                 177.677               
1800    252.361                 177.938               
1900    254.031                 178.206               
2000    255.641                 178.483               
2100    257.194                 178.767               
2200    258.695                 179.060               
2300    260.146                 179.361               
2400    261.552                 179.670               
2500    262.915                 179.988               
2600    264.238                 180.315               
2700    265.522                 180.651               
2800    266.771                 180.996               
2900    267.987                 181.352               
3000    269.170                 181.717               
3100    270.324                 182.093               
3200    271.449                 182.479               
3300    272.547                 182.875               
3400    273.619                 183.283               
3500    274.667                 183.700               
3600    275.691                 184.129               
3700    276.694                 184.568               
3800    277.675                 185.018               
3900    278.637                 185.479               
4000    279.579                 185.951               
4100    280.502                 186.434               
4200    281.408                 186.928               
4300    282.297                 187.433               
4400    283.170                 187.949               
4500    284.027                 188.476               
4600    284.870                 189.013               
4700    285.697                 189.562               
4800    286.511                 190.121               
4900    287.312                 190.692               
5000    288.100                 191.274               
5100    288.875                 191.866               
5200    289.638                 192.470               
5300    290.390                 193.085               
5400    291.131                 193.711               
5500    291.861                 194.348               
5600    292.580                 194.996               
5700    293.290                 195.656               
5800    293.989                 196.326               
5900    294.679                 197.008               
6000    295.360                 197.701               
