T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     391.697                 -408.675              
200     347.252                 -410.737              
250     343.004                 -412.082              
298.15  342.067                 -424.676              
300     342.068                 -424.762              
350     342.764                 -455.999              
400     344.313                 -456.527              
450     346.319                 -457.265              
500     348.566                 -458.270              
600     353.339                 -460.827              
700     358.133                 -462.587              
800     362.768                 -464.865              
900     367.181                 -466.731              
1000    371.357                 -468.603              
1100    375.304                 -478.853              
1200    379.033                 -480.975              
1300    382.562                 -483.005              
1400    385.906                 -484.965              
1500    389.082                 -486.877              
1600    392.103                 -488.763              
1700    394.983                 -490.646              
1800    397.732                 -492.547              
1900    400.363                 -494.490              
2000    402.884                 -496.498              
2100    405.303                 -498.594              
2200    407.628                 -640.321              
2300    409.866                 -641.825              
2400    412.023                 -643.574              
2500    414.104                 -645.571              
2600    416.115                 -647.810              
2700    418.060                 -650.280              
2800    419.943                 -652.968              
2900    421.768                 -655.851              
3000    423.537                 -658.908              
3100    425.256                 -662.114              
3200    426.925                 -665.444              
3300    428.549                 -668.863              
3400    430.129                 -672.357              
3500    431.667                 -675.902              
3600    433.167                 -679.474              
3700    434.628                 -683.055              
3800    436.055                 -686.629              
3900    437.447                 -690.182              
4000    438.807                 -693.703              
4100    440.137                 -697.182              
4200    441.436                 -700.612              
4300    442.708                 -703.991              
4400    443.953                 -707.315              
4500    445.171                 -710.580              
4600    446.365                 -713.780              
4700    447.535                 -716.901              
4800    448.682                 -719.984              
4900    449.806                 -723.003              
5000    450.910                 -725.972              
5100    451.993                 -728.865              
5200    453.057                 -731.725              
5300    454.101                 -734.536              
5400    455.127                 -737.300              
5500    456.136                 -739.988              
5600    457.127                 -742.605              
5700    458.101                 -745.231              
5800    459.060                 -747.794              
5900    460.003                 -750.200              
6000    460.932                 -752.697              
