T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     244.344                 51.475                
200     218.167                 51.167                
250     215.556                 50.731                
298.15  214.964                 50.208                
300     214.965                 50.186                
350     215.422                 49.573                
400     216.468                 46.693                
450     217.855                 45.321                
500     219.444                 43.880                
600     222.922                 41.450                
700     226.534                 39.309                
800     230.124                 37.354                
900     233.626                 -17.603               
1000    237.010                 -18.124               
1100    240.266                 -18.634               
1200    243.394                 -19.145               
1300    246.396                 -19.664               
1400    249.278                 -20.199               
1500    252.047                 -20.756               
1600    254.710                 -21.339               
1700    257.272                 -21.953               
1800    259.740                 -22.601               
1900    262.120                 -23.283               
2000    264.417                 -24.002               
2100    266.637                 -24.758               
2200    268.784                 -25.551               
2300    270.862                 -26.383               
2400    272.876                 -77.513               
2500    274.829                 -78.499               
2600    276.724                 -79.492               
2700    278.565                 -80.490               
2800    280.355                 -81.494               
2900    282.096                 -82.504               
3000    283.791                 -83.520               
3100    285.443                 -84.541               
3200    287.052                 -85.569               
3300    288.622                 -86.601               
3400    290.154                 -87.639               
3500    291.650                 -88.682               
3600    293.111                 -89.730               
3700    294.540                 -90.781               
3800    295.938                 -91.836               
3900    297.305                 -92.894               
4000    298.644                 -93.955               
4100    299.955                 -95.017               
4200    301.239                 -575.929              
4300    302.499                 -575.903              
4400    303.734                 -575.878              
4500    304.946                 -575.852              
4600    306.135                 -575.824              
4700    307.303                 -575.793              
4800    308.450                 -575.757              
4900    309.578                 -575.716              
5000    310.686                 -575.667              
5100    311.776                 -575.609              
5200    312.848                 -575.541              
5300    313.903                 -575.461              
5400    314.941                 -575.366              
5500    315.964                 -575.256              
5600    316.971                 -575.129              
5700    317.964                 -574.982              
5800    318.942                 -574.814              
5900    319.907                 -574.623              
6000    320.858                 -574.408              
