T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     224.351                 192.122               
200     197.762                 191.299               
298.15  194.707                 190.372               
300     194.708                 190.354               
400     196.034                 189.386               
500     198.567                 188.488               
600     201.448                 187.685               
700     204.386                 186.980               
800     207.274                 186.371               
900     210.074                 185.853               
1000    212.771                 185.419               
1100    215.366                 185.059               
1200    217.861                 184.764               
1300    220.263                 184.525               
1400    222.576                 184.333               
1500    224.807                 184.182               
1600    226.960                 184.066               
1700    229.042                 183.982               
1800    231.056                 183.925               
1900    233.007                 183.895               
2000    234.899                 183.891               
2100    236.735                 183.912               
2200    238.519                 183.957               
2300    240.254                 184.027               
2400    241.943                 184.123               
2500    243.588                 184.243               
2600    245.192                 184.389               
2700    246.757                 184.560               
2800    248.286                 184.757               
2900    249.779                 184.977               
3000    251.239                 185.222               
3100    252.667                 185.489               
3200    254.065                 185.778               
3300    255.435                 186.088               
3400    256.776                 186.417               
3500    258.092                 186.763               
3600    259.383                 187.126               
3700    260.649                 187.503               
3800    261.892                 187.892               
3900    263.113                 188.291               
4000    264.312                 188.700               
4100    265.491                 189.115               
4200    266.649                 189.535               
4300    267.789                 189.958               
4400    268.909                 190.383               
4500    270.012                 190.807               
4600    271.098                 191.230               
4700    272.166                 191.650               
4800    273.218                 192.066               
4900    274.254                 192.476               
5000    275.275                 192.879               
5100    276.280                 193.275               
5200    277.271                 193.663               
5300    278.248                 194.042               
5400    279.211                 194.412               
5500    280.161                 194.772               
5600    281.097                 195.122               
5700    282.021                 195.462               
5800    282.932                 195.791               
5900    283.831                 196.110               
6000    284.718                 196.419               
