T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  74.057                  -350.912              
300     74.058                  -350.937              
400     76.007                  -365.764              
500     79.760                  -368.312              
600     84.054                  -367.686              
700     88.463                  -366.698              
800     92.840                  -365.263              
900     97.139                  363.383               
1000    101.339                 -361.155              
1100    105.425                 -358.678              
1200    109.387                 -356.005              
1300    113.222                 -353.191              
1400    116.929                 -350.273              
1500    120.510                 -347.283              
1600    123.968                 -344.245              
1700    127.307                 -486.412              
1800    130.531                 -482.570              
1900    133.645                 -478.721              
2000    136.655                 -474.875              
