T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  238.488                 -593.710              
300     238.491                 -593.618              
400     245.584                 -588.082              
450     252.090                 -584.830              
500     260.459                 577.043               
600     283.773                 -548.573              
700     306.262                 -542.106              
800     326.727                 -535.767              
900     345.441                 -529.533              
1000    362.648                 -523.394              
1100    378.555                 -517.340              
1200    393.335                 -511.367              
1300    407.130                 -505.470              
1400    420.058                 -499.649              
1500    432.221                 -493.901              
