T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     279.175                 387.322               
200     254.142                 386.818               
250     251.691                 386.485               
298.15  251.141                 386.183               
300     251.141                 386.172               
350     251.563                 385.900               
400     252.518                 385.668               
450     253.777                 385.472               
500     255.212                 385.303               
600     258.323                 385.015               
700     261.517                 384.751               
800     264.655                 384.468               
900     267.677                 384.141               
1000    270.561                 383.752               
1100    273.303                 383.291               
1200    275.903                 382.753               
1300    278.370                 382.137               
1400    280.711                 381.441               
1500    282.936                 380.668               
1600    285.053                 379.817               
1700    287.071                 378.891               
1800    288.996                 377.893               
1900    290.837                 376.826               
2000    292.599                 375.691               
2100    294.289                 374.491               
2200    295.912                 373.229               
2300    297.472                 371.909               
2400    298.974                 370.532               
2500    300.422                 369.101               
2600    301.819                 367.623               
2700    303.169                 366.072               
2800    304.474                 364.416               
2900    305.738                 362.618               
3000    306.963                 360.654               
3100    308.152                 358.480               
3200    309.305                 356.068               
3300    310.426                 353.393               
3400    311.515                 350.421               
3500    312.576                 347.089               
3600    313.608                 343.301               
3700    314.614                 304.192               
3800    315.595                 302.780               
3900    316.552                 301.385               
4000    317.486                 300.007               
4100    318.399                 298.645               
4200    319.290                 297.300               
4300    320.162                 295.971               
4400    321.015                 294.659               
4500    321.850                 293.364               
4600    322.667                 292.085               
4700    323.468                 290.822               
4800    324.252                 289.574               
4900    325.022                 288.343               
5000    325.776                 287.126               
5100    326.516                 285.925               
5200    327.243                 284.738               
5300    327.956                 283.565               
5400    328.656                 282.407               
5500    329.345                 281.262               
5600    330.021                 280.131               
5700    330.686                 279.013               
5800    331.340                 277.908               
5900    331.983                 276.815               
6000    332.616                 275.735               
