T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     322.875                 -540.650              
200     284.057                 -542.560              
250     280.048                 -543.313              
298.15  279.132                 -543.920              
300     279.133                 -543.941              
350     279.844                 -544.472              
400     281.471                 -547.144              
450     283.629                 -548.214              
500     286.100                 -549.285              
600     291.495                 -550.842              
700     297.076                 -552.008              
800     302.598                 -552.939              
900     307.956                 -606.849              
1000    313.106                 -606.315              
1100    318.035                 -605.766              
1200    322.743                 -605.214              
1300    327.240                 -604.668              
1400    331.536                 -604.132              
1500    335.644                 -603.613              
1600    339.576                 -603.112              
1700    343.344                 -602.631              
1800    346.960                 -602.172              
1900    350.434                 -601.733              
2000    353.776                 -601.312              
2100    356.994                 -600.909              
2200    360.098                 -600.518              
2300    363.094                 -600.138              
2400    365.989                 -599.764              
2500    368.790                 -599.394              
2600    371.502                 -599.023              
2700    374.131                 -598.647              
2800    376.681                 -598.264              
2900    379.157                 -597.869              
3000    381.563                 -597.461              
3100    383.902                 -597.037              
3200    386.178                 -596.594              
3300    388.395                 -596.130              
3400    390.555                 -595.645              
3500    392.661                 -595.137              
3600    394.715                 -594.606              
3700    396.721                 -594.050              
3800    398.680                 -593.469              
3900    400.595                 -592.863              
4000    402.467                 -592.233              
4100    404.298                 -591.578              
4200    406.090                 -590.900              
4300    407.844                 -590.198              
4400    409.563                 -589.474              
4500    411.247                 -588.728              
4600    412.898                 -587.961              
4700    414.517                 -587.174              
4800    416.105                 -586.369              
4900    417.664                 -585.546              
5000    419.194                 -584.706              
5100    420.697                 -583.852              
5200    422.173                 -582.983              
5300    423.624                 -582.102              
5400    425.049                 -581.209              
5500    426.451                 -580.306              
5600    427.830                 -579.394              
5700    429.187                 -578.475              
5800    430.521                 -577.549              
5900    431.835                 -576.618              
6000    433.129                 -575.683              
