T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  168.473                 -2106.527             
300     168.475                 -2106.556             
400     173.351                 -2107.216             
500     183.178                 -2106.829             
600     194.736                 -2105.981             
700     206.760                 -2104.945             
800     218.716                 -2103.882             
900     230.373                 -2102.904             
1000    241.637                 -2131.868             
1100    252.479                 -2130.591             
1200    262.900                 -2128.981             
1300    272.918                 -2127.041             
1400    282.553                 -2252.182             
1500    291.832                 -2248.234             
1600    300.778                 -2243.961             
1700    309.415                 -2239.363             
1800    317.771                 -2233.896             
1900    325.885                 -2227.838             
2000    333.765                 -2221.826             
2100    341.419                 -2215.860             
2200    348.852                 -2209.940             
2300    356.073                 -2204.065             
2400    363.091                 -2198.236             
2500    369.913                 2192.452              
2600    376.549                 -2186.712             
2700    383.006                 -2181.016             
2800    389.292                 -2763.167             
2900    395.415                 -2755.368             
3000    401.383                 -2747.614             
3100    407.202                 -2739.904             
3200    412.879                 -2732.239             
3300    418.420                 -2724.618             
3400    423.830                 -2717.043             
3500    429.116                 -2709.515             
3600    434.283                 -2702.035             
3700    439.335                 -2694.603             
3800    444.278                 -2687.223             
3900    449.116                 -2679.895             
4000    453.852                 -2672.622             
