T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  96.617                  -412.705              
300     96.618                  -412.660              
400     99.878                  -412.766              
500     106.034                 -410.553              
600     112.926                 -408.327              
700     119.838                 406.108               
800     126.511                 -403.919              
900     132.858                 -401.781              
1000    138.861                 -399.716              
1100    144.529                 -476.698              
1200    149.883                 -473.780              
1300    154.947                 -470.900              
1400    159.744                 -468.057              
1500    164.298                 -465.250              
1600    168.629                 -462.480              
1700    172.757                 -459.744              
1800    176.697                 -457.043              
1900    180.466                 -454.378              
2000    184.077                 -451.748              
