T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     196.998                 141.681               
200     173.607                 141.409               
250     171.396                 141.048               
298.15  170.909                 140.624               
300     170.910                 140.607               
350     171.273                 140.119               
400     172.088                 139.578               
450     173.150                 138.981               
500     174.350                 135.326               
600     176.931                 134.138               
700     179.567                 133.107               
800     182.154                 132.182               
900     184.650                 131.321               
1000    187.043                 130.507               
1100    189.327                 129.727               
1200    191.507                 128.972               
1300    193.588                 128.233               
1400    195.576                 127.507               
1500    197.476                 126.794               
1600    199.296                 126.090               
1700    201.040                 -19.843               
1800    202.715                 -19.780               
1900    204.326                 -19.720               
2000    205.876                 -19.665               
2100    207.371                 -19.615               
2200    208.813                 -19.571               
2300    210.207                 -19.534               
2400    211.555                 -19.506               
2500    212.860                 -19.486               
2600    214.126                 -19.478               
2700    215.353                 -19.481               
2800    216.545                 -19.498               
2900    217.704                 -19.530               
3000    218.831                 -19.578               
3100    219.928                 -19.644               
3200    220.996                 -19.729               
3300    222.038                 -19.835               
3400    223.054                 -19.963               
3500    224.046                 -20.114               
3600    225.015                 -20.290               
3700    225.962                 -20.492               
3800    226.888                 -20.722               
3900    227.793                 -20.980               
4000    228.680                 -21.268               
4100    229.548                 -21.587               
4200    230.399                 -21.939               
4300    231.233                 -22.324               
4400    232.050                 -22.723               
4500    232.852                 -23.169               
4600    233.640                 -23.653               
4700    234.413                 -24.173               
4800    235.172                 -24.732               
4900    235.918                 -25.329               
5000    236.652                 -25.965               
5100    237.373                 -26.637               
5200    238.082                 -27.354               
5300    238.780                 -28.114               
5400    239.467                 -28.918               
5500    240.143                 -29.766               
5600    240.809                 -30.659               
5700    241.465                 -31.598               
5800    242.111                 -32.584               
5900    242.748                 -33.618               
6000    243.376                 -34.700               
