T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     102.413                 -1123.140             
200     62.549                  -1124.402             
298.15  57.255                  -1124.241             
300     57.256                  -1124.231             
400     59.765                  -1123.475             
500     64.706                  -1122.439             
600     70.429                  -1121.275             
700     76.315                  -1120.070             
800     82.110                  -1118.878             
900     87.711                  -1117.740             
1000    93.078                  -1125.279             
1100    98.202                  -1124.342             
1200    103.088                 -1123.363             
1300    107.748                 -1122.346             
1400    112.195                 -1248.705             
1500    116.445                 -1246.272             
1600    122.050                 -1184.395             
1700    128.150                 -1180.826             
1800    133.884                 -1177.273             
1900    139.291                 -1173.731             
2000    144.408                 -1170.199             
2100    149.264                 -1166.672             
2200    153.883                 -1163.149             
2300    158.289                 -1159.625             
2400    162.499                 -1156.097             
2500    166.531                 -1152.561             
2600    170.399                 -1149.014             
2700    174.115                 -1145.454             
2800    177.692                 -1141.879             
2900    181.139                 -1138.285             
3000    184.465                 -1134.673             
