T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     176.849                 -2169.994             
200     105.060                 -2174.908             
298.15  95.140                  -2176.935             
300     95.142                  -2176.953             
400     100.068                 -2177.207             
500     109.913                 -2176.585             
600     121.447                 -2175.539             
700     133.419                 -2174.292             
800     145.302                 -2172.975             
900     156.869                 -2171.673             
1000    168.026                 -2187.632             
1100    178.744                 -2186.547             
1200    189.024                 -2185.281             
1300    198.881                 -2183.847             
1400    208.338                 -2437.073             
1500    217.420                 -2432.626             
1600    226.152                 -2428.036             
1700    234.558                 -2473.488             
1800    242.660                 -2468.404             
1900    250.480                 -2463.154             
2000    258.036                 -2457.742             
2100    265.348                 -2452.175             
2200    272.430                 2446.445              
2300    279.298                 -2440.573             
2400    285.965                 -2434.554             
2500    292.445                 -2428.390             
2600    298.747                 -2422.084             
2700    304.883                 -2415.638             
2800    310.861                 -2409.054             
2900    316.692                 -2402.334             
3000    322.382                 -2395.483             
