T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     198.112                 -902.377              
200     124.547                 -907.767              
298.15  114.286                 -910.020              
300     114.289                 -910.038              
400     119.423                 -910.220              
500     129.647                 -909.774              
600     141.580                 -908.999              
700     153.992                 -907.802              
800     166.410                 -907.337              
900     178.645                 -905.043              
1000    190.630                 -902.293              
1100    202.350                 -899.139              
1200    213.809                 -895.639              
1300    225.024                 -892.206              
1400    236.012                 -889.197              
1500    246.793                 -881.838              
