T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  181.170                 -270.304              
300     181.172                 -270.316              
400     185.575                 -277.637              
500     194.129                 -282.487              
600     203.948                 -285.953              
700     214.006                 -288.396              
800     223.901                 -290.142              
900     233.479                 -450.748              
1000    242.685                 -447.887              
1100    251.513                 -444.824              
1200    259.975                 -441.574              
1300    268.092                 -438.155              
1400    275.889                 -434.582              
1500    283.388                 -430.947              
1600    290.604                 -427.516              
1700    297.548                 -424.305              
1800    304.234                 -421.327              
1900    310.676                 -418.594              
2000    316.886                 -416.121              
2100    322.878                 413.922               
2200    328.665                 -412.011              
2300    334.260                 -410.406              
2400    339.672                 -409.124              
2500    344.913                 -408.188              
2600    349.992                 -407.636              
2700    354.919                 -407.546              
2800    359.701                 -408.042              
2900    364.347                 -481.053              
3000    368.863                 -479.131              
3100    373.257                 -477.222              
3200    377.535                 -475.327              
3300    381.701                 -473.444              
3400    385.763                 -471.573              
3500    389.724                 -469.716              
