T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     55.049                  -71.191               
200     33.974                  -73.946               
298.15  31.091                  -76.149               
300     31.092                  -76.183               
400     32.581                  -77.694               
500     35.644                  -78.606               
600     39.352                  -79.033               
700     43.316                  -79.099               
800     47.353                  -78.901               
900     51.370                  -78.539               
1000    55.316                  -86.701               
1100    59.163                  -86.295               
1200    62.896                  -85.790               
1300    66.508                  -85.214               
1400    69.998                  -212.000              
1500    73.369                  -209.996              
1600    76.624                  -207.978              
1700    79.767                  -205.960              
1800    82.803                  -203.945              
1900    85.737                  -201.929              
2000    88.575                  -199.908              
