T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     48.615                  0.                    
200     31.255                  0.                    
250     29.484                  0.                    
298.15  29.085                  0.                    
300     29.085                  0.                    
350     29.390                  0.                    
400     30.083                  0.                    
450     31.006                  0.                    
500     32.069                  3.020                 
600     34.396                  -2.972                
700     36.785                  -2.859                
800     39.121                  -2.716                
900     41.360                  -2.569                
1000    43.491                  -2.417                
