T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     99.257                  -1183.834             
200     58.942                  -1187.025             
298.15  53.313                  -1188.674             
300     53.314                  -1188.693             
400     56.180                  -1189.202             
500     61.974                  -1192.298             
600     68.790                  -1192.108             
700     75.871                  -1191.706             
800     82.896                  -1191.220             
900     89.725                  -1190.737             
1000    96.303                  -1200.889             
1100    102.614                 -1200.170             
1200    108.660                 -1199.326             
1300    114.450                 -1198.363             
1400    119.999                 -1197.279             
1500    125.324                 -1196.075             
1600    130.439                 -1194.752             
1700    135.361                 -1338.549             
1800    140.102                 -1336.240             
1900    144.676                 -1333.827             
2000    149.696                 -1243.184             
2100    156.079                 -1239.679             
2200    162.154                 -1236.201             
2300    167.948                 -1232.750             
2400    173.487                 -1229.327             
2500    178.792                 -1225.934             
2600    183.882                 -1222.571             
2700    188.774                 -1219.240             
2800    193.483                 -1509.843             
2900    198.021                 -1505.483             
3000    202.402                 -1501.159             
3100    206.634                 -1496.871             
3200    210.729                 -1492.621             
3300    214.694                 -1488.408             
3400    218.538                 -1484.235             
3500    222.268                 -1480.104             
3600    225.891                 -1476.013             
3700    229.411                 -1471.966             
3800    232.836                 -1467.963             
3900    236.170                 -1464.005             
4000    239.417                 -1460.094             
