T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     56.725                  -138.352              
200     35.932                  -138.635              
298.15  34.966                  -138.909              
300     34.966                  -138.903              
400     36.466                  -138.481              
500     39.461                  -137.986              
600     42.966                  -137.514              
700     46.600                  -137.091              
800     50.200                  -136.718              
900     53.698                  -136.389              
1000    57.065                  -136.097              
1100    60.292                  -135.839              
1200    63.380                  -135.609              
1300    66.336                  -135.398              
1400    69.165                  -135.207              
1500    71.878                  -135.038              
1600    74.480                  -134.894              
1700    76.981                  -134.781              
1800    79.388                  -134.705              
1900    81.707                  -134.671              
2000    83.944                  -134.683              
2100    86.106                  -134.745              
2200    88.197                  -134.863              
2300    90.223                  -135.042              
2400    92.187                  -135.293              
2500    94.093                  -135.630              
2600    95.945                  -136.076              
2700    97.746                  -136.669              
2800    99.500                  -163.822              
2900    101.208                 -163.565              
3000    102.874                 -163.272              
