T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     194.891                 -266.208              
200     118.679                 -263.232              
298.15  115.897                 -260.663              
300     115.898                 -260.636              
400     118.779                 -261.805              
500     124.354                 -260.133              
600     130.763                 -258.066              
700     137.358                 -255.625              
800     143.889                 -252.814              
900     150.258                 -249.627              
1000    156.431                 -246.067              
1100    162.403                 -242.164              
1200    168.177                 -334.706              
1300    173.763                 -329.249              
1400    179.173                 -323.422              
1500    184.421                 -317.219              
1600    189.517                 -310.637              
1700    194.475                 -303.672              
1800    199.305                 -296.324              
1900    204.017                 -288.590              
2000    208.620                 -280.468              
