T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     218.682                 109.281               
200     191.116                 108.263               
250     188.466                 107.528               
298.15  187.876                 106.692               
300     187.876                 106.658               
350     188.323                 105.702               
400     189.329                 104.692               
450     190.654                 103.658               
500     192.164                 102.622               
600     195.462                 100.620               
700     198.902                 98.778                
800     202.358                 97.132                
900     205.774                 95.683                
1000    209.123                 94.413                
1100    212.395                 93.296                
1200    215.583                 92.305                
1300    218.687                 91.412                
1400    221.706                 90.594                
1500    224.642                 89.832                
1600    227.497                 89.108                
1700    230.273                 88.409                
1800    232.973                 87.722                
1900    235.601                 87.040                
2000    238.158                 86.353                
2100    240.647                 85.655                
2200    243.072                 84.942                
2300    245.435                 84.209                
2400    247.739                 33.193                
2500    249.986                 32.331                
2600    252.178                 31.473                
2700    254.319                 30.615                
2800    256.409                 29.756                
2900    258.451                 28.894                
3000    260.447                 28.026                
3100    262.399                 27.153                
3200    264.309                 26.271                
3300    266.177                 25.380                
3400    268.007                 24.480                
3500    269.799                 23.568                
3600    271.555                 22.644                
3700    273.276                 21.707                
3800    274.963                 20.756                
3900    276.618                 19.791                
4000    278.242                 18.811                
4100    279.836                 17.816                
4200    281.400                 -463.045              
4300    282.937                 -462.986              
4400    284.446                 -462.945              
4500    285.930                 -462.924              
4600    287.388                 -462.921              
4700    288.821                 -462.939              
4800    290.231                 -462.976              
4900    291.618                 -463.033              
5000    292.983                 -463.109              
5100    294.326                 -463.206              
5200    295.648                 -463.322              
5300    296.950                 -463.457              
5400    298.232                 -463.611              
5500    299.495                 -463.783              
5600    300.739                 -463.973              
5700    301.965                 -464.181              
5800    303.174                 -464.404              
5900    304.366                 -464.644              
6000    305.541                 -464.898              
