T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     102.413                 -1123.140             
200     62.549                  -1124.402             
298.15  57.255                  -1124.241             
300     57.256                  -1124.231             
400     59.765                  -1123.475             
500     64.706                  -1122.439             
600     70.429                  -1121.275             
700     76.315                  -1120.070             
800     82.110                  -1118.878             
900     87.711                  -1117.740             
1000    93.078                  -1125.279             
1100    98.202                  -1124.342             
1200    103.088                 -1123.363             
1300    107.748                 -1122.346             
1400    112.195                 -1248.705             
1500    116.445                 -1246.272             
1600    120.512                 1243.809              
1700    124.409                 -1241.319             
1800    128.148                 -1238.801             
1900    131.743                 -1236.254             
2000    135.201                 -1233.676             
