T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     370.856                 -599.571              
200     314.373                 -603.928              
250     308.679                 -605.796              
298.15  307.396                 -607.517              
300     307.398                 -607.582              
350     308.379                 -609.343              
400     310.606                 -616.377              
450     313.546                 -618.052              
500     316.901                 -619.551              
600     324.213                 -622.106              
700     331.775                 -624.193              
800     339.273                 -625.932              
900     346.568                 -627.420              
1000    353.606                 -628.738              
1100    360.369                 -629.958              
1200    366.858                 -824.665              
1300    373.082                 -824.009              
1400    379.055                 -823.270              
1500    384.790                 -822.464              
1600    390.304                 -821.602              
1700    395.611                 -820.694              
1800    400.723                 -819.752              
1900    405.655                 -818.783              
2000    410.416                 -817.794              
2100    415.018                 -816.793              
2200    419.471                 -815.785              
2300    423.784                 -814.776              
2400    427.965                 -813.771              
2500    432.021                 -812.775              
2600    435.960                 -811.792              
2700    439.787                 -810.828              
2800    443.510                 -809.885              
2900    447.133                 -808.968              
3000    450.662                 -808.082              
3100    454.101                 -807.230              
3200    457.454                 -806.417              
3300    460.727                 -805.646              
3400    463.921                 -804.921              
3500    467.042                 -804.248              
3600    470.092                 -803.630              
3700    473.075                 -803.073              
3800    475.992                 -802.580              
3900    478.848                 -802.156              
4000    481.645                 -801.808              
4100    484.384                 -801.540              
4200    487.069                 -801.354              
4300    489.701                 -801.262              
4400    492.282                 -801.184              
4500    494.815                 -801.246              
4600    497.300                 -801.428              
4700    499.741                 -801.719              
4800    502.137                 -802.123              
4900    504.492                 -802.648              
5000    506.806                 -803.283              
5100    509.081                 -804.061              
5200    511.317                 -804.976              
5300    513.517                 -806.033              
5400    515.682                 -807.238              
5500    517.811                 -808.595              
5600    519.908                 -810.111              
5700    521.972                 -811.790              
5800    524.005                 -813.636              
5900    526.007                 -815.655              
6000    527.980                 -817.534              
