T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     270.564                 -213.108              
200     242.394                 -213.841              
250     239.686                 -214.241              
298.15  239.087                 -214.681              
300     239.088                 -214.700              
350     239.534                 -217.616              
400     240.528                 -218.231              
450     241.817                 -218.826              
500     243.263                 -219.403              
600     246.339                 -220.511              
700     249.435                 -221.578              
800     252.432                 -222.626              
900     255.291                 -223.679              
1000    258.000                 -224.759              
1100    260.564                 -304.842              
1200    262.989                 -304.981              
1300    265.287                 -305.117              
1400    267.468                 -305.250              
1500    269.541                 -305.379              
1600    271.515                 -305.505              
1700    273.399                 -305.630              
1800    275.200                 -305.753              
1900    276.924                 -305.878              
2000    278.579                 -306.005              
2100    280.168                 -306.136              
2200    281.698                 -306.276              
2300    283.172                 -306.425              
2400    284.593                 -306.587              
2500    285.967                 -306.766              
2600    287.295                 -306.965              
2700    288.581                 -307.187              
2800    289.827                 -307.436              
2900    291.036                 -307.714              
3000    292.210                 -308.027              
3100    293.351                 -308.376              
3200    294.461                 -308.766              
3300    295.541                 -309.190              
3400    296.593                 -309.667              
3500    297.618                 -310.191              
3600    298.619                 -310.770              
3700    299.595                 -311.404              
3800    300.549                 -312.099              
3900    301.481                 -312.856              
4000    302.392                 -313.673              
4100    303.283                 -314.560              
4200    304.156                 -315.524              
4300    305.010                 -316.565              
4400    305.847                 -317.408              
4500    306.668                 -318.543              
4600    307.472                 -319.751              
4700    308.261                 -321.016              
4800    309.036                 -322.247              
4900    309.796                 -323.658              
5000    310.543                 -325.144              
5100    311.276                 -326.705              
5200    311.997                 -328.343              
5300    312.706                 -330.056              
5400    313.403                 -331.844              
5500    314.088                 -333.706              
5600    314.763                 -335.640              
5700    315.427                 -337.300              
5800    316.080                 -339.330              
5900    316.724                 -341.422              
6000    317.358                 -343.575              
