T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     360.299                 86.239                
200     314.268                 83.984                
250     309.597                 83.297                
298.15  308.539                 82.843                
300     308.541                 82.829                
350     309.355                 82.540                
400     311.208                 82.394                
450     313.661                 82.365                
500     316.466                 82.431                
600     322.592                 82.781                
700     328.947                 83.339                
800     335.262                 84.033                
900     341.418                 84.815                
1000    347.364                 85.656                
1100    353.081                 86.533                
1200    358.567                 87.432                
1300    363.826                 88.344                
1400    368.868                 89.259                
1500    373.706                 90.173                
1600    378.351                 91.079                
1700    382.815                 91.974                
1800    387.109                 92.854                
1900    391.244                 93.716                
2000    395.230                 94.557                
2100    399.078                 95.377                
2200    402.794                 96.172                
2300    406.388                 96.943                
2400    409.866                 97.687                
2500    413.236                 98.405                
2600    416.503                 99.095                
2700    419.674                 99.759                
2800    422.754                 100.396               
2900    425.747                 101.006               
3000    428.658                 101.589               
3100    431.492                 102.147               
3200    434.253                 102.680               
3300    436.943                 103.188               
3400    439.566                 103.672               
3500    442.126                 104.133               
3600    444.626                 104.572               
3700    447.068                 104.989               
3800    449.454                 105.385               
3900    451.788                 105.760               
4000    454.071                 106.115               
4100    456.305                 106.451               
4200    458.494                 106.767               
4300    460.637                 107.064               
4400    462.738                 107.342               
4500    464.797                 107.602               
4600    466.817                 107.842               
4700    468.798                 108.063               
4800    470.743                 108.265               
4900    472.653                 108.446               
5000    474.528                 108.606               
5100    476.370                 108.744               
5200    478.181                 108.860               
5300    479.960                 108.952               
5400    481.710                 109.020               
5500    483.432                 109.062               
5600    485.125                 109.077               
5700    486.791                 109.063               
5800    488.431                 109.018               
5900    490.046                 108.942               
6000    491.636                 108.831               
