T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     110.098                 -274.317              
200     68.080                  -275.476              
298.15  62.572                  -276.144              
300     62.573                  -276.155              
400     65.146                  -281.141              
500     70.155                  -284.502              
600     75.897                  -287.017              
700     81.756                  -288.951              
800     87.494                  -290.530              
900     93.018                  -398.134              
1000    98.297                  -396.882              
1100    103.329                 -395.620              
1200    108.122                 -394.356              
1300    112.691                 -393.101              
1400    117.052                 -391.861              
1500    121.220                 -390.646              
1600    125.211                 -389.463              
1700    129.039                 -388.317              
1800    132.717                 -387.219              
1900    136.255                 -386.171              
2000    139.665                 -385.182              
2100    142.956                 -384.261              
2200    146.137                 -383.410              
2300    149.214                 -382.640              
2400    152.196                 -381.961              
