T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     256.772                 -50.755               
200     231.914                 -51.692               
250     229.504                 -52.283               
298.15  228.967                 -58.463               
300     228.968                 -58.501               
350     229.373                 -73.949               
400     230.283                 -73.968               
450     231.471                 -73.982               
500     232.812                 -73.991               
600     235.688                 -74.002               
700     238.606                 -74.009               
800     241.450                 -74.015               
900     244.175                 -74.022               
1000    246.769                 -74.030               
1100    249.231                 -74.041               
1200    251.567                 -74.054               
1300    253.785                 -74.071               
1400    255.894                 -74.092               
1500    257.902                 -74.118               
1600    259.817                 -74.149               
1700    261.647                 -74.186               
1800    263.398                 -74.229               
1900    265.076                 -74.278               
2000    266.688                 -74.332               
2100    268.237                 -74.392               
2200    269.728                 -74.457               
2300    271.166                 -74.524               
2400    272.553                 -74.595               
2500    273.894                 -74.665               
2600    275.192                 -74.735               
2700    276.448                 -74.802               
2800    277.666                 -74.865               
2900    278.848                 -74.920               
3000    279.995                 -74.967               
3100    281.111                 -75.003               
3200    282.196                 -75.025               
3300    283.252                 -75.033               
3400    284.282                 -75.023               
3500    285.285                 -74.995               
3600    286.263                 -74.946               
3700    287.219                 -74.875               
3800    288.152                 -74.781               
3900    289.063                 -74.662               
4000    289.955                 -74.517               
4100    290.827                 -74.345               
4200    291.680                 -74.145               
4300    292.516                 -73.917               
4400    293.334                 -73.660               
4500    294.137                 -73.374               
4600    294.923                 -73.058               
4700    295.695                 -72.712               
4800    296.452                 -72.336               
4900    297.196                 -71.930               
5000    297.925                 -71.494               
5100    298.642                 -71.029               
5200    299.347                 -70.533               
5300    300.039                 -70.008               
5400    300.720                 -69.454               
5500    301.390                 -68.871               
5600    302.049                 -68.260               
5700    302.697                 -67.621               
5800    303.336                 -66.955               
5900    303.964                 -66.261               
6000    304.583                 -65.541               
