T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  170.314                 -169.452              
300     170.315                 -169.504              
400     173.306                 -199.068              
500     179.055                 -197.492              
600     185.612                 -195.666              
700     192.305                 -252.316              
800     198.885                 -249.292              
900     205.255                 -245.987              
1000    211.385                 -242.399              
1100    217.273                 -238.527              
1200    222.929                 -234.371              
1300    228.367                 -229.931              
1400    233.604                 -225.206              
1500    238.655                 -220.199              
