T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     119.865                 -1108.582             
200     72.274                  -1110.999             
298.15  65.854                  -1111.689             
300     65.856                  -1111.691             
400     69.028                  -1111.377             
500     75.430                  -1110.452             
600     83.043                  -1109.068             
700     91.080                  -1107.322             
800     99.185                  -1105.306             
900     107.189                 -1103.064             
1000    115.011                 -1109.256             
