T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     235.233                 -1896.262             
200     148.666                 -1899.472             
298.15  137.298                 -1899.536             
300     137.300                 -1899.519             
400     142.666                 -1898.035             
500     153.178                 -1895.852             
600     165.334                 -1893.233             
700     177.855                 -1890.331             
800     190.216                 -1887.259             
900     202.195                 -1884.086             
1000    213.706                 -1880.865             
1100    224.720                 -1877.632             
1200    235.244                 -1874.413             
1300    245.296                 -1871.225             
1400    254.902                 -1868.087             
1500    264.090                 -1865.024             
1600    272.886                 -1862.060             
1700    281.318                 -1859.220             
1800    289.899                 -1751.374             
1900    300.835                 -1742.951             
2000    311.315                 -1734.738             
2100    321.374                 -1726.746             
2200    331.043                 -1718.985             
2300    340.350                 -1711.473             
2400    349.321                 -1704.227             
2500    357.977                 -1697.280             
2600    366.341                 -1690.674             
2700    374.430                 -1684.489             
2800    382.262                 -1731.546             
2900    389.853                 -1723.909             
3000    397.216                 -1716.320             
3100    404.364                 -1708.778             
3200    411.310                 -1701.282             
3300    418.064                 -1693.829             
3400    424.637                 -1686.417             
3500    431.038                 -1679.046             
3600    437.275                 -1671.713             
3700    443.358                 -1664.417             
3800    449.292                 -1657.157             
3900    455.086                 -1649.932             
4000    460.745                 -1642.740             
4100    466.276                 -1635.580             
4200    471.685                 -1628.452             
4300    476.975                 -1621.355             
4400    482.154                 -1614.289             
4500    487.225                 -1607.253             
4600    492.192                 -1600.248             
4700    497.060                 -1593.273             
4800    501.832                 -1586.330             
4900    506.513                 -1579.418             
5000    511.105                 -1572.540             
