T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     447.575                 -523.875              
200     383.672                 -526.211              
250     377.574                 -527.737              
298.15  376.230                 -540.573              
300     376.231                 -540.671              
350     377.229                 -577.004              
400     379.448                 -577.894              
450     382.322                 -578.740              
500     385.540                 -579.548              
600     392.374                 -581.073              
700     399.236                 -582.518              
800     405.867                 -583.932              
900     412.180                 -585.364              
1000    418.155                 -586.863              
1100    423.799                 -746.380              
1200    429.132                 -746.024              
1300    434.178                 -745.676              
1400    438.960                 -745.336              
1500    443.501                 -745.006              
1600    447.820                 -744.687              
1700    451.937                 -744.383              
1800    455.868                 -744.097              
1900    459.629                 -743.833              
2000    463.232                 -743.596              
2100    466.690                 -743.391              
2200    470.013                 -743.224              
2300    473.212                 -743.101              
2400    476.295                 -743.027              
2500    479.270                 -743.008              
2600    482.144                 -743.050              
2700    484.924                 -743.157              
2800    487.615                 -743.336              
2900    490.223                 -743.590              
3000    492.752                 -743.926              
3100    495.208                 -744.348              
3200    497.594                 -744.862              
3300    499.914                 -745.453              
3400    502.172                 -746.157              
3500    504.371                 -746.961              
3600    506.513                 -747.880              
3700    508.602                 -748.916              
3800    510.641                 -750.076              
3900    512.631                 -751.366              
4000    514.574                 -752.781              
4100    516.474                 -754.341              
4200    518.331                 -756.061              
4300    520.148                 -757.939              
4400    521.927                 -759.431              
4500    523.668                 -761.514              
4600    525.374                 -763.755              
4700    527.046                 -766.117              
4800    528.684                 -768.425              
4900    530.292                 -771.105              
5000    531.869                 -773.949              
5100    533.416                 -776.961              
5200    534.936                 -780.140              
5300    536.428                 -783.488              
5400    537.895                 -787.005              
5500    539.335                 -790.688              
5600    540.752                 -794.536              
5700    542.145                 -797.858              
5800    543.514                 -801.941              
5900    544.862                 -806.172              
6000    546.188                 -810.546              
