T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  58.576                  -59.413               
300     58.577                  -59.403               
400     61.608                  -58.616               
500     67.777                  -63.987               
600     75.062                  -63.360               
700     82.644                  -62.618               
800     90.173                  -61.835               
900     97.494                  -61.048               
1000    104.546                 -60.243               
1100    111.308                 -59.409               
1200    117.782                 -58.533               
1300    123.979                 -57.608               
1400    129.914                 -56.621               
1500    135.603                 -55.564               
1600    141.064                 -54.433               
1700    146.313                 -343.695              
1800    151.365                 -340.897              
1900    156.234                 -338.033              
2000    160.934                 -335.103              
