T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  150.356                 13.523                
300     150.357                 13.571                
350     151.339                 14.793                
400     153.521                 0.                    
450     156.342                 0.                    
500     159.496                 40.130                
600     166.187                 -35.817               
700     172.895                 -31.518               
800     179.372                 -27.230               
900     185.533                 -22.953               
1000    191.360                 -18.688               
