T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     181.905                 -345.192              
200     124.802                 -343.558              
298.15  117.947                 -341.833              
300     117.948                 -341.800              
400     120.996                 -340.070              
500     126.840                 -338.424              
600     133.473                 -336.904              
700     140.197                 -335.526              
800     146.751                 -334.345              
900     153.039                 -333.492              
1000    161.315                 -289.520              
1100    171.056                 -288.695              
1200    179.949                 -287.330              
1300    188.129                 -284.328              
1400    195.703                 -281.420              
1500    202.754                 -278.604              
1600    209.350                 -275.881              
1700    215.545                 -274.200              
1800    221.386                 -271.997              
1900    226.911                 -283.985              
2000    232.153                 -282.207              
