T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  59.253                  5.578                 
300     59.253                  5.583                 
350     59.598                  0.                    
400     60.353                  0.                    
450     61.320                  0.                    
500     62.393                  0.                    
600     64.655                  0.                    
700     66.908                  0.                    
800     69.075                  0.                    
900     71.130                  0.                    
1000    73.070                  0.                    
1100    74.899                  0.                    
1200    76.625                  0.                    
1300    78.256                  0.                    
1400    79.800                  0.                    
1500    81.264                  0.                    
1600    82.657                  0.                    
1700    83.983                  0.                    
1800    85.249                  0.                    
1900    86.459                  0.                    
2000    87.619                  0.                    
2100    88.731                  0.                    
2200    89.799                  0.                    
2300    90.828                  0.                    
2400    91.818                  0.                    
2500    92.774                  258.586               
2600    93.697                  -258.052              
2700    94.589                  -257.515              
2800    95.453                  -256.975              
2900    96.290                  -256.433              
3000    97.102                  -255.888              
