T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     385.447                 -15.531               
200     333.379                 -16.111               
298.15  327.215                 -16.736               
300     327.216                 -16.748               
400     330.130                 -21.901               
500     335.754                 -25.503               
600     342.162                 -28.292               
700     348.670                 -30.523               
800     355.016                 -32.422               
900     361.102                 -140.368              
1000    366.897                 -139.482              
1100    372.398                 -138.609              
1200    377.618                 -137.758              
1300    382.573                 -136.939              
1400    387.282                 -136.158              
1500    391.764                 -135.422              
