T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  170.653                 1156.458              
300     170.653                 1156.493              
350     171.009                 1157.391              
400     171.800                 1158.205              
450     172.825                 1158.963              
500     173.975                 1159.683              
600     176.428                 1161.052              
700     178.911                 1162.365              
800     181.335                 1163.643              
900     183.667                 1164.889              
1000    185.898                 1166.098              
1100    188.027                 1167.262              
1200    190.060                 1168.374              
1300    192.002                 1169.425              
1400    193.859                 1170.408              
1500    195.637                 1171.318              
1600    197.341                 1157.614              
1700    198.978                 1158.765              
1800    200.552                 1159.900              
1900    202.066                 1161.017              
2000    203.526                 1162.115              
2100    204.935                 1163.193              
2200    206.297                 1164.251              
2300    207.614                 1165.288              
2400    208.889                 1166.304              
2500    210.124                 1167.299              
2600    211.323                 1168.273              
2700    212.487                 1169.226              
2800    213.619                 879.202               
2900    214.719                 881.179               
3000    215.790                 883.153               
3100    216.833                 885.123               
3200    217.851                 887.089               
3300    218.843                 889.050               
3400    219.811                 891.005               
3500    220.757                 892.953               
3600    221.682                 894.893               
3700    222.586                 896.823               
3800    223.471                 898.743               
3900    224.337                 900.652               
4000    225.186                 902.547               
4100    226.017                 904.428               
4200    226.833                 906.293               
4300    227.633                 908.141               
4400    228.418                 909.970               
4500    229.189                 911.780               
4600    229.946                 913.569               
4700    230.691                 915.336               
4800    231.423                 917.080               
4900    232.142                 918.800               
5000    232.851                 920.495               
5100    233.548                 922.164               
5200    234.234                 923.807               
5300    234.910                 925.424               
5400    235.577                 927.013               
5500    236.233                 928.576               
5600    236.881                 930.110               
5700    237.519                 931.618               
5800    238.149                 933.097               
5900    238.770                 934.550               
6000    239.384                 935.976               
