T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     130.178                 -424.377              
200     84.784                  -425.375              
298.15  78.907                  -424.718              
300     78.909                  -424.706              
400     81.534                  -426.299              
500     86.721                  -424.845              
600     94.541                  -416.594              
700     102.294                 414.821               
800     109.518                 -413.076              
900     116.232                 -411.383              
1000    122.479                 -409.763              
1100    128.306                 -487.190              
1200    133.759                 -484.716              
1300    138.878                 -482.281              
1400    143.699                 -479.883              
1500    148.251                 -477.521              
