T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  238.955                 150.206               
300     238.956                 150.226               
350     239.374                 150.749               
400     240.311                 151.158               
450     241.532                 151.367               
500     242.907                 151.313               
600     245.848                 150.668               
700     248.823                 150.827               
800     251.714                 150.471               
900     254.479                 150.532               
1000    257.106                 150.591               
1100    259.595                 142.278               
1200    261.954                 142.101               
1300    264.192                 142.030               
1400    266.319                 142.049               
1500    268.344                 142.144               
1600    270.276                 142.305               
1700    272.124                 142.521               
1800    273.896                 142.783               
1900    275.599                 143.084               
2000    277.239                 143.412               
2100    278.822                 143.759               
2200    280.354                 4.593                 
2300    281.839                 5.780                 
2400    283.281                 6.859                 
2500    284.685                 7.833                 
2600    286.053                 8.713                 
2700    287.389                 9.508                 
2800    288.695                 10.233                
2900    289.973                 10.903                
3000    291.226                 11.537                
3100    292.454                 12.151                
3200    293.660                 12.762                
3300    294.845                 13.392                
3400    296.009                 14.045                
3500    297.154                 14.735                
3600    298.280                 15.472                
3700    299.388                 16.263                
3800    300.479                 17.112                
3900    301.553                 18.022                
4000    302.610                 18.993                
4100    303.652                 20.026                
4200    304.678                 21.117                
4300    305.688                 22.261                
4400    306.683                 23.455                
4500    307.663                 24.693                
4600    308.629                 25.978                
4700    309.581                 27.317                
4800    310.518                 28.665                
4900    311.441                 30.043                
5000    312.351                 31.435                
5100    313.247                 32.864                
5200    314.131                 34.285                
5300    315.001                 35.712                
5400    315.858                 37.141                
5500    316.703                 38.601                
5600    317.535                 40.086                
5700    318.356                 41.516                
5800    319.164                 42.964                
5900    319.961                 44.522                
6000    320.747                 45.943                
