T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     264.466                 -532.385              
200     185.506                 -532.274              
298.15  176.443                 -550.196              
300     176.445                 -550.264              
400     180.471                 -594.259              
500     188.246                 -591.526              
600     197.274                 -587.928              
700     206.722                 -583.274              
800     216.262                 -577.557              
900     225.722                 -571.237              
1000    234.980                 -564.588              
1100    243.980                 -557.687              
1200    252.702                 -554.556              
1300    261.141                 -546.541              
1400    269.302                 -538.272              
1500    277.195                 -529.802              
