T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     442.714                 -68.098               
200     382.414                 -71.302               
250     376.369                 -72.928               
298.15  375.009                 -74.475               
300     375.011                 -74.535               
350     376.046                 -76.229               
400     378.382                 -101.860              
450     381.446                 -105.232              
500     384.917                 -168.739              
600     392.396                 -168.754              
700     400.026                 -168.641              
800     407.500                 -168.438              
900     414.695                 -168.175              
1000    421.570                 -167.878              
1100    428.121                 -167.570              
1200    434.357                 -167.272              
1300    440.296                 -167.008              
1400    445.957                 -166.800              
1500    451.360                 -166.670              
1600    456.524                 -166.640              
1700    461.467                 -216.905              
1800    466.205                 -216.894              
1900    470.754                 -216.982              
2000    475.126                 -217.172              
2100    479.335                 -217.463              
2200    483.391                 -217.849              
2300    487.304                 -218.317              
2400    491.085                 -218.856              
2500    494.740                 -219.448              
2600    498.279                 -220.077              
2700    501.708                 -220.726              
2800    505.033                 -221.379              
2900    508.261                 -222.018              
3000    511.397                 -222.631              
3100    514.446                 -223.205              
3200    517.412                 -223.729              
3300    520.300                 -224.193              
3400    523.114                 -224.590              
3500    525.857                 -224.916              
3600    528.533                 -609.316              
3700    531.145                 -609.071              
3800    533.696                 -608.746              
3900    536.188                 -608.340              
4000    538.625                 -607.852              
4100    541.009                 -607.283              
4200    543.342                 -606.634              
4300    545.626                 -605.905              
4400    547.862                 -605.099              
4500    550.054                 -604.218              
4600    552.203                 -603.263              
4700    554.309                 -602.237              
4800    556.376                 -601.142              
4900    558.405                 -599.981              
5000    560.396                 -598.756              
5100    562.351                 -597.470              
5200    564.272                 -596.124              
5300    566.159                 -594.722              
5400    568.014                 -593.266              
5500    569.838                 -591.756              
5600    571.632                 -590.197              
5700    573.396                 -588.590              
5800    575.133                 -586.937              
5900    576.842                 -585.240              
6000    578.524                 -583.500              
