T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     217.490                 0.                    
200     194.272                 0.                    
250     192.088                 0.                    
298.15  191.609                 0.                    
300     191.610                 0.                    
350     191.964                 0.                    
400     192.753                 0.                    
450     193.774                 0.                    
500     194.917                 0.                    
600     197.353                 0.                    
700     199.813                 0.                    
800     202.209                 0.                    
900     204.510                 0.                    
1000    206.708                 0.                    
1100    208.804                 0.                    
1200    210.802                 0.                    
1300    212.710                 0.                    
1400    214.533                 0.                    
1500    216.277                 0.                    
1600    217.948                 0.                    
1700    219.552                 0.                    
1800    221.094                 0.                    
1900    222.577                 0.                    
2000    224.006                 0.                    
2100    225.385                 0.                    
2200    226.717                 0.                    
2300    228.004                 0.                    
2400    229.250                 0.                    
2500    230.458                 0.                    
2600    231.629                 0.                    
2700    232.765                 0.                    
2800    233.869                 0.                    
2900    234.942                 0.                    
3000    235.986                 0.                    
3100    237.003                 0.                    
3200    237.993                 0.                    
3300    238.959                 0.                    
3400    239.901                 0.                    
3500    240.821                 0.                    
3600    241.719                 0.                    
3700    242.596                 0.                    
3800    243.454                 0.                    
3900    244.294                 0.                    
4000    245.115                 0.                    
4100    245.919                 0.                    
4200    246.707                 0.                    
4300    247.479                 0.                    
4400    248.236                 0.                    
4500    248.978                 0.                    
4600    249.706                 0.                    
4700    250.420                 0.                    
4800    251.122                 0.                    
4900    251.811                 0.                    
5000    252.488                 0.                    
5100    253.153                 0.                    
5200    253.807                 0.                    
5300    254.451                 0.                    
5400    255.083                 0.                    
5500    255.705                 0.                    
5600    256.318                 0.                    
5700    256.921                 0.                    
5800    257.515                 0.                    
5900    258.099                 0.                    
6000    258.675                 0.                    
