T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     267.535                 72.241                
200     242.946                 71.222                
250     240.568                 70.736                
298.15  240.039                 70.291                
300     240.039                 70.275                
350     240.439                 69.832                
400     241.337                 69.399                
450     242.510                 68.965                
500     243.834                 68.523                
600     246.677                 67.605                
700     249.564                 61.762                
800     252.378                 60.722                
900     255.077                 59.707                
1000    257.646                 58.717                
1100    260.086                 57.749                
1200    262.401                 56.807                
1300    264.599                 55.881                
1400    266.689                 54.958                
1500    268.679                 54.029                
1600    270.577                 53.085                
1700    272.390                 52.123                
1800    274.126                 51.139                
1900    275.789                 50.131                
2000    277.385                 49.097                
2100    278.920                 -129.185              
2200    280.397                 -129.884              
2300    281.821                 -130.678              
2400    283.195                 -131.568              
2500    284.523                 -132.554              
2600    285.808                 -133.636              
2700    287.051                 -134.811              
2800    288.257                 -136.073              
2900    289.427                 -137.418              
3000    290.563                 -138.838              
3100    291.667                 -140.326              
3200    292.741                 -141.875              
3300    293.786                 -143.474              
3400    294.805                 -145.115              
3500    295.799                 -146.789              
3600    296.768                 -148.487              
3700    297.714                 -150.200              
3800    298.639                 -151.919              
3900    299.544                 -153.635              
4000    300.429                 -155.342              
4100    301.295                 -157.030              
4200    302.144                 -158.693              
4300    302.976                 -160.324              
4400    303.792                 -161.917              
4500    304.593                 -163.466              
4600    305.380                 -164.965              
4700    306.153                 -166.410              
4800    306.913                 -167.797              
4900    307.660                 -169.121              
5000    308.396                 -170.380              
5100    309.120                 -171.571              
5200    309.834                 -172.690              
5300    310.537                 -173.736              
5400    311.231                 -174.708              
5500    311.915                 -175.605              
5600    312.591                 -176.425              
5700    313.258                 -177.168              
5800    313.917                 -177.834              
5900    314.568                 -178.423              
6000    315.212                 -178.938              
