T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  130.583                 -2273.586             
300     130.585                 -2273.573             
400     136.079                 -2272.755             
500     146.947                 -2277.665             
600     159.724                 -2275.565             
700     173.152                 -2272.139             
800     191.917                 -2221.555             
900     211.866                 -2214.029             
1000    230.409                 -2206.655             
1100    247.694                 -2199.420             
1200    263.859                 -2192.313             
1300    279.026                 -2185.333             
1400    293.304                 -2178.470             
1500    306.783                 -2171.718             
1600    319.546                 -2179.611             
1700    331.660                 -2463.146             
1800    343.188                 -2454.737             
1900    354.181                 -2446.377             
2000    364.686                 -2438.061             
2100    374.743                 -2429.783             
2200    384.389                 -2421.540             
2300    393.654                 -2413.325             
2400    402.568                 -2405.134             
2500    411.156                 -2396.963             
