T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     426.629                 -1239.202             
200     356.534                 -1240.948             
250     349.304                 -1241.309             
298.15  347.655                 -1241.393             
300     347.657                 -1241.392             
350     348.936                 -1241.257             
400     351.854                 -1240.964             
450     355.718                 -1240.561             
500     360.127                 -1240.081             
600     369.712                 -1238.989             
700     379.562                 -1237.823             
800     389.247                 -1236.652             
900     398.587                 -1235.516             
1000    407.516                 -1234.435             
1100    416.018                 -1233.426             
1200    424.103                 -1232.501             
1300    431.794                 -1231.669             
1400    439.114                 -1230.938             
1500    446.090                 -1230.313             
1600    452.749                 -1229.799             
1700    459.113                 -1229.401             
1800    465.206                 -1229.120             
1900    471.047                 -1228.959             
2000    476.655                 -1228.919             
2100    482.047                 -1229.002             
2200    487.239                 -1229.208             
2300    492.244                 -1229.537             
2400    497.074                 -1229.992             
2500    501.741                 -1230.573             
2600    506.256                 -1231.296             
2700    510.627                 -1232.191             
2800    514.864                 -1233.313             
2900    518.974                 -1270.622             
3000    522.965                 -1270.386             
3100    526.844                 -1270.077             
3200    530.615                 -1269.689             
3300    534.286                 -1269.220             
3400    537.861                 -1268.666             
3500    541.344                 -1268.026             
3600    544.742                 -1267.297             
3700    548.057                 -1266.480             
3800    551.293                 -1265.573             
3900    554.455                 -1264.577             
4000    557.545                 -1263.492             
4100    560.567                 -1262.319             
4200    563.523                 -1261.059             
4300    566.417                 -1259.713             
4400    569.251                 -1258.282             
4500    572.027                 -1256.769             
4600    574.747                 -1255.174             
4700    577.415                 -1253.500             
4800    580.031                 -1251.748             
4900    582.598                 -1249.921             
5000    585.117                 -1839.405             
5100    587.591                 -1839.111             
5200    590.021                 -1838.894             
5300    592.408                 -1838.752             
5400    594.754                 -1838.688             
5500    597.060                 -1838.698             
5600    599.328                 -1838.785             
5700    601.559                 -1838.945             
5800    603.754                 -1839.179             
5900    605.914                 -1839.483             
6000    608.040                 -1839.859             
