T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     220.004                 -402.425              
200     150.854                 -401.240              
298.15  142.336                 -399.405              
300     142.338                 -399.366              
400     146.251                 -397.025              
500     153.973                 -393.977              
600     163.053                 390.455               
700     172.484                 -386.667              
800     181.857                 -382.796              
900     190.980                 -379.131              
1000    199.763                 -376.113              
1100    208.167                 -373.992              
1200    216.187                 -371.336              
1300    223.832                 -367.049              
1400    231.121                 -362.860              
1500    238.076                 -358.769              
