T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  110.039                 -430.952              
300     110.041                 -430.927              
400     112.935                 -429.511              
500     118.502                 -427.991              
600     124.834                 -426.399              
700     131.271                 -424.748              
800     137.562                 -423.055              
900     143.611                 -421.339              
1000    149.392                 -419.608              
1100    157.359                 -390.652              
1200    164.688                 -392.315              
1300    171.474                 -389.856              
1400    177.791                 -387.448              
1500    183.699                 -385.103              
1600    189.248                 -382.829              
1700    194.479                 -380.638              
1800    199.427                 -378.541              
1900    204.120                 -376.549              
2000    208.583                 -374.673              
