T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  171.395                 -2241.068             
300     171.397                 -2241.055             
400     176.891                 -2240.238             
500     187.759                 -2245.147             
600     201.506                 -2237.119             
700     216.877                 -2229.255             
800     232.563                 2221.555              
900     247.996                 -2214.029             
1000    262.926                 -2206.655             
1100    277.255                 -2199.420             
1200    290.957                 -2192.313             
1300    304.040                 -2185.333             
1400    316.530                 -2178.470             
1500    328.461                 -2171.718             
1600    339.869                 -2179.611             
1700    350.788                 -2463.146             
1800    361.253                 -2454.737             
1900    371.296                 -2446.377             
2000    380.945                 -2438.061             
2100    390.228                 -2429.783             
2200    399.169                 -2421.540             
2300    407.792                 -2413.325             
2400    416.117                 -2405.134             
2500    424.163                 -2396.963             
