T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  174.577                 311.764               
300     174.578                 311.716               
350     174.834                 310.401               
400     175.408                 309.037               
450     176.154                 307.632               
500     176.995                 306.180               
600     178.797                 303.071               
700     180.627                 299.963               
800     182.414                 297.119               
900     184.127                 294.245               
1000    185.758                 291.313               
1100    187.305                 288.309               
1200    188.771                 285.223               
1300    190.160                 282.045               
1400    191.477                 278.769               
1500    192.728                 275.389               
1600    193.918                 271.902               
1700    195.050                 268.302               
1800    196.131                 247.439               
1900    197.163                 243.705               
2000    198.151                 239.961               
2100    199.098                 236.207               
2200    200.006                 232.444               
2300    200.880                 228.674               
2400    201.720                 224.896               
2500    202.529                 221.111               
2600    203.310                 217.320               
2700    204.064                 213.522               
2800    204.792                 209.720               
2900    205.497                 205.913               
3000    206.180                 202.101               
3100    206.843                 198.285               
3200    207.485                 -182.370              
3300    208.109                 -184.541              
3400    208.715                 -186.714              
3500    209.305                 -188.889              
3600    209.878                 -191.069              
3700    210.437                 -193.252              
3800    210.982                 -195.440              
3900    211.513                 -197.633              
4000    212.031                 -199.833              
4100    212.537                 -202.039              
4200    213.031                 -204.253              
4300    213.513                 -206.475              
4400    213.986                 -208.707              
4500    214.447                 -210.948              
4600    214.899                 -213.201              
4700    215.342                 -215.465              
4800    215.775                 -217.742              
4900    216.200                 -220.033              
5000    216.616                 -222.339              
5100    217.025                 -224.661              
5200    217.425                 -227.000              
5300    217.818                 -229.357              
5400    218.204                 -231.733              
5500    218.583                 -234.129              
5600    218.955                 -236.548              
5700    219.321                 -238.990              
5800    219.681                 -241.456              
5900    220.034                 -243.948              
6000    220.382                 -246.467              
