T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     352.958                 -374.448              
200     257.466                 -374.995              
298.15  246.150                 -375.723              
300     246.153                 -375.739              
400     252.683                 -398.112              
500     274.754                 -462.000              
600     296.869                 -456.685              
700     316.408                 -451.460              
800     333.867                 -446.295              
900     349.625                 -441.219              
1000    363.973                 -436.295              
1100    377.138                 -431.593              
1200    389.296                 -431.105              
1300    400.587                 -426.149              
1400    411.126                 -421.333              
1500    421.006                 -416.690              
