T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  174.473                 -283.675              
300     174.475                 -283.734              
400     178.626                 -327.297              
500     186.514                 -324.624              
600     195.406                 -321.915              
700     204.383                 -319.143              
800     213.108                 -316.294              
900     221.464                 -313.362              
1000    229.420                 -310.344              
1100    236.982                 -307.244              
1200    244.171                 -304.066              
1300    251.016                 -300.817              
1400    257.543                 -297.504              
1500    263.778                 -294.134              
