T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     956.105                 -4061.363             
200     735.038                 -4065.861             
250     712.085                 -4066.184             
298.15  706.844                 -4065.593             
300     706.850                 -4065.556             
350     710.911                 -4064.236             
400     720.161                 -4062.436             
450     732.394                 -4060.304             
500     746.343                 -4057.940             
600     776.629                 -4052.778             
700     807.735                 -4047.300             
800     838.321                 -4041.687             
900     867.834                 -4036.046             
1000    896.068                 -4030.453             
1100    922.979                 -4024.968             
1200    948.596                 -4019.642             
1300    972.984                 -4014.521             
1400    996.220                 -4009.641             
1500    1018.384                -4005.035             
1600    1039.553                -4000.729             
1700    1059.803                -3996.743             
1800    1079.200                -3993.097             
1900    1097.807                -3989.802             
2000    1115.681                -3986.871             
2100    1132.874                -3984.309             
2200    1149.433                -3982.123             
2300    1165.401                -3980.317             
2400    1180.817                -3978.897             
2500    1195.717                -3977.871             
2600    1210.132                -3977.280             
2700    1224.092                -3977.221             
2800    1237.625                -3977.856             
2900    1250.754                -4087.062             
3000    1263.504                -4083.649             
3100    1275.894                -4080.025             
3200    1287.944                -4076.177             
3300    1299.672                -4072.094             
3400    1311.094                -4067.766             
3500    1322.226                -4063.187             
3600    1333.082                -4058.352             
3700    1343.674                -4053.258             
3800    1354.016                -4047.902             
3900    1364.119                -4042.284             
4000    1373.993                -4036.406             
4100    1383.649                -4030.268             
4200    1393.095                -4023.873             
4300    1402.341                -4017.226             
4400    1411.395                -4010.330             
4500    1420.265                -4003.189             
4600    1428.957                -3995.808             
4700    1437.479                -3988.194             
4800    1445.838                -3980.351             
4900    1454.038                -3972.285             
5000    1462.087                -5738.157             
5100    1469.990                -5734.700             
5200    1477.752                -5731.478             
5300    1485.377                -5728.486             
5400    1492.871                -5725.731             
5500    1500.238                -5723.206             
5600    1507.482                -5720.914             
5700    1514.607                -5718.847             
5800    1521.617                -5717.007             
5900    1528.515                -5715.382             
6000    1535.306                -5713.982             
